,Hourly energy generation in TWh ->,,,,,,,,,,,,,,,,Consumption ->,,,Storage input ->,,,,State of charge ->,,,,Cost ->,,
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,electricity_demand,ElecStr1,ElecStr4,Pump,hydrogen,ElecStr1,ElecStr4,Pump,hydrogen,elec_balance_dual_values,marginal_cost_of_ocgt,marginal_cost_of_ccgt
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,electricity_demand,battery1,battery4,phs,hydrogen,battery1,battery4,phs,hydrogen,,,
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-se,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GW-e,GW-e,GW-e,GW-th,GWh-e,GWh-e,GWh-e,GWh-th,Euros/MWe,Euros/MWe,Euros/MWe
98,1.32,10.15,33.36,0.0,0.0,3.92,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,2.2,0.0,24.57,75.45,0.0,0.0,0.0,0.0,45.06,0.0,3.05,12511.64,200.98,200.98,141.04
99,1.41,10.12,33.26,0.0,0.0,3.9,0.03,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.59,0.0,24.57,73.81,0.0,0.0,0.0,0.0,45.06,0.0,0.74,12487.07,200.98,200.98,141.04
100,1.57,10.22,33.86,0.0,0.0,3.79,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,72.75,0.0,0.0,1.21,0.0,45.06,0.0,0.11,12462.51,171.84,171.84,141.04
101,1.72,10.33,33.91,0.0,0.0,3.77,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,72.52,0.0,-0.0,1.71,0.0,45.06,0.0,1.2,12437.94,171.84,171.84,141.04
102,1.9,10.46,33.86,0.0,0.0,3.81,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,73.59,0.0,0.0,0.94,0.0,45.06,-0.0,2.74,12413.37,171.84,171.84,141.04
103,2.1,10.72,33.74,1.14,0.0,4.08,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,1.44,0.0,24.57,77.72,0.0,0.0,0.0,0.0,45.06,0.0,3.58,12388.81,200.98,200.98,141.04
104,2.19,10.87,32.32,10.6,0.0,4.43,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,81.26,0.0,0.0,3.66,0.0,45.06,0.0,2.07,12364.24,171.84,171.84,141.04
105,2.03,10.4,30.88,21.7,0.0,4.48,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,-0.0,0.0,0.0,24.57,83.91,0.0,0.0,10.1,0.0,45.06,-0.0,5.36,12339.68,171.84,171.84,141.04
106,1.73,9.52,30.97,30.38,0.0,4.56,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,84.9,4.39,0.0,12.39,0.0,45.06,0.0,14.45,12315.11,162.79,162.79,141.04
107,1.49,8.37,29.69,35.46,0.0,4.57,0.0,0.0,14.29,0.0,8.15,4.96,11.32,0.0,-0.0,0.0,0.0,24.42,85.06,6.55,0.0,12.39,0.0,49.02,0.0,25.6,12290.55,162.79,162.79,141.04
108,1.22,7.12,26.61,34.23,0.0,4.73,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.1,0.92,0.0,12.39,0.0,54.91,0.0,36.75,12266.12,162.79,162.79,141.04
109,1.08,6.53,23.57,28.1,0.0,4.52,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,86.47,0.0,-0.0,1.84,0.0,55.74,0.0,47.9,12241.56,171.84,171.84,141.04
110,1.04,6.48,21.51,18.14,0.0,4.44,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,10.84,0.0,24.57,86.94,0.0,0.0,0.0,0.0,55.74,0.0,49.55,12216.99,200.98,200.98,141.04
111,1.28,7.2,25.23,6.47,0.0,4.31,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.0,-0.0,3.32,0.0,24.57,85.17,0.0,0.0,0.0,0.0,55.74,-0.0,38.14,12192.43,200.98,200.98,141.04
112,1.86,8.54,31.87,0.08,0.0,4.28,4.41,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,7.64,0.0,24.57,83.18,0.0,0.0,0.0,0.0,55.74,0.0,34.64,12167.86,200.98,200.98,141.04
113,2.55,9.79,34.5,0.0,0.0,4.28,10.13,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.75,0.0,0.0,0.0,0.0,55.74,0.0,26.6,12143.3,200.98,200.98,141.04
114,3.12,10.63,34.49,0.0,0.0,4.69,12.86,0.0,14.29,0.0,8.15,4.96,11.4,1.42,-0.0,0.0,0.0,24.57,91.7,0.0,0.0,0.0,0.0,55.74,0.0,26.6,12118.73,200.98,200.98,141.04
115,3.41,10.58,32.88,0.0,0.0,5.02,12.86,0.0,14.29,0.0,8.15,4.96,11.4,5.58,0.0,0.0,0.0,24.57,94.82,0.0,0.0,0.0,0.0,54.16,0.0,26.6,12094.17,200.98,200.98,141.04
116,3.6,10.02,30.77,0.0,0.0,4.94,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,6.61,0.0,24.57,93.31,0.0,0.0,0.0,0.0,47.96,0.0,26.6,12069.6,200.98,200.98,141.04
117,3.71,9.39,28.63,0.0,0.0,4.5,12.86,16.63,14.29,6.65,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,90.25,0.0,0.0,0.0,0.0,47.96,0.0,19.64,12045.03,200.98,200.98,141.04
118,3.79,8.75,26.66,0.0,0.0,4.34,12.86,0.0,14.29,0.0,8.15,4.96,11.4,5.59,0.0,0.0,0.0,24.57,86.49,0.0,0.0,0.0,0.0,47.96,0.0,19.64,12020.47,200.98,200.98,141.04
119,3.84,8.16,25.17,0.0,0.0,4.44,5.15,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,12.39,0.0,24.57,83.65,0.0,0.0,0.0,0.0,41.75,0.0,19.64,11995.9,200.98,200.98,141.04
120,3.85,7.81,24.55,0.0,0.0,4.36,11.73,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,76.8,0.0,0.0,0.0,0.0,41.75,0.0,6.6,11971.34,200.98,200.98,141.04
121,3.88,7.91,24.34,0.0,0.0,4.11,2.28,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,6.27,0.0,24.57,73.31,0.0,0.0,0.0,0.0,41.75,0.0,6.6,11946.77,200.98,200.98,141.04
122,3.9,8.45,24.21,0.0,0.0,4.02,3.21,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,68.29,0.0,0.0,0.0,0.0,41.75,0.0,0.0,11922.21,200.98,200.98,141.04
123,3.92,9.25,24.34,0.0,0.0,3.98,0.76,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,66.76,0.0,0.0,0.0,0.0,41.75,0.0,0.0,11897.64,200.98,200.98,141.04
124,3.96,10.03,25.01,0.0,0.0,3.91,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,66.3,0.0,0.0,1.12,0.0,41.75,0.0,0.0,11873.07,162.79,162.79,141.04
125,4.03,10.7,26.38,0.0,0.0,3.85,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,66.69,2.77,-0.0,0.0,0.0,41.75,0.0,1.01,11848.51,162.79,162.79,141.04
126,4.12,11.26,28.4,0.0,0.0,3.85,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,67.21,4.93,0.0,0.0,0.0,44.24,-0.0,1.01,11823.94,162.79,162.79,141.04
127,4.15,11.46,29.88,0.33,0.0,4.03,0.0,0.0,14.29,0.0,8.15,4.96,10.31,0.0,0.0,0.0,0.0,22.66,68.35,4.92,0.0,0.0,0.0,48.67,-0.0,1.01,11799.38,162.79,162.79,141.04
128,4.16,11.35,29.73,6.74,0.0,4.29,0.0,0.0,14.29,0.0,8.15,4.96,8.36,0.0,0.0,0.0,0.0,19.24,71.2,6.55,0.0,0.0,0.0,53.1,-0.0,1.01,11776.72,162.79,162.79,141.04
129,4.03,10.7,28.0,16.31,0.0,4.51,0.0,0.0,14.29,0.0,8.15,4.96,3.04,0.0,0.0,0.0,0.0,9.91,74.77,0.0,0.0,4.93,0.0,58.99,-0.0,1.01,11757.48,162.79,162.79,141.04
130,3.91,10.12,28.23,23.56,0.0,4.58,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,77.18,6.55,0.0,11.18,0.0,58.99,0.0,5.44,11747.58,162.79,162.79,141.04
131,3.85,9.9,28.56,26.79,0.0,4.65,0.0,0.0,14.29,0.0,8.15,4.96,11.19,0.0,0.0,0.0,0.0,24.2,79.12,6.55,-0.0,12.39,0.0,64.88,0.0,15.51,11723.01,162.79,162.79,141.04
132,3.85,9.99,27.99,25.92,0.0,4.58,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,81.89,6.55,0.0,8.39,0.0,70.78,-0.0,26.65,11698.81,162.79,162.79,141.04
133,3.85,10.42,28.2,21.55,0.0,4.51,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,83.98,6.55,0.0,2.51,0.0,76.67,-0.0,34.2,11674.24,162.79,162.79,141.04
134,3.8,11.19,29.14,13.64,0.0,4.44,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,84.51,0.0,0.0,2.2,0.0,82.56,-0.0,36.47,11649.67,162.79,162.79,141.04
135,3.77,12.39,35.55,4.33,0.0,4.32,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,82.4,2.46,0.0,0.0,0.0,82.56,-0.0,38.45,11625.11,162.79,162.79,141.04
136,3.87,13.53,44.06,0.02,0.0,4.33,0.0,0.0,14.29,0.0,8.15,4.96,0.94,0.0,0.0,0.0,0.0,6.21,79.85,0.0,0.0,0.0,0.0,84.78,-0.0,38.45,11600.54,162.79,162.79,141.04
137,3.96,13.93,45.78,0.0,0.0,4.23,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,80.12,0.0,0.0,12.3,0.0,84.78,-0.0,38.45,11594.33,162.79,162.79,141.04
138,4.0,13.73,43.84,0.0,0.0,4.57,0.0,0.0,14.29,0.0,8.15,4.96,11.37,0.0,0.0,0.0,0.0,24.51,84.02,6.55,0.0,0.04,0.0,84.78,-0.0,49.51,11569.77,162.79,162.79,141.04
139,3.96,13.18,40.63,0.0,0.0,4.88,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.42,0.0,24.57,87.59,0.0,0.0,0.0,0.0,90.68,0.0,49.55,11545.25,200.98,200.98,141.04
140,3.84,12.33,37.32,0.0,0.0,4.88,0.0,0.0,14.29,0.0,8.15,4.96,11.4,4.87,0.0,0.0,0.0,24.57,87.74,0.0,0.0,0.0,0.0,90.68,0.0,49.11,11520.69,200.98,200.98,141.04
141,3.57,11.34,34.39,0.0,0.0,4.5,6.57,0.0,14.29,0.0,8.15,4.96,11.4,0.0,-0.0,0.0,0.0,24.57,84.89,0.0,0.0,0.0,0.0,85.26,-0.0,49.11,11496.12,200.98,200.98,141.04
142,3.22,10.17,31.75,0.0,0.0,4.33,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,7.91,0.0,24.57,81.88,0.0,0.0,0.0,0.0,85.26,0.0,49.11,11471.56,200.98,200.98,141.04
143,2.87,8.91,28.91,0.0,0.0,4.26,11.29,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,80.74,0.0,0.0,0.0,0.0,85.26,0.0,40.78,11446.99,200.98,200.98,141.04
144,2.6,7.94,26.6,0.0,0.0,4.29,0.0,27.86,14.29,11.14,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,77.08,0.0,0.0,0.0,0.0,85.26,0.0,40.78,11422.43,200.98,200.98,141.04
145,2.49,7.4,24.94,0.0,0.0,4.15,9.84,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,73.33,0.0,0.0,0.0,0.0,85.26,-0.0,40.78,11397.86,200.98,200.98,141.04
146,2.5,7.08,24.01,0.0,0.0,4.0,6.24,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,68.34,0.0,0.0,0.0,0.0,85.26,-0.0,40.78,11373.3,200.98,200.98,141.04
147,2.6,6.91,23.58,0.0,0.0,3.89,4.59,0.83,14.29,0.33,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,66.4,0.0,0.0,0.0,0.0,85.26,-0.0,40.78,11348.73,200.98,200.98,141.04
148,2.67,6.75,23.31,0.0,0.0,3.82,4.17,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,65.22,0.0,0.0,0.0,0.0,85.26,-0.0,40.78,11324.16,200.98,200.98,141.04
149,2.68,6.52,23.57,0.0,0.0,3.73,3.79,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,64.8,0.0,0.0,0.0,0.0,85.26,-0.0,40.78,11299.6,200.98,200.98,141.04
150,2.63,6.22,23.98,0.0,0.0,3.77,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,2.68,0.0,24.57,63.78,0.0,0.0,0.0,0.0,85.26,-0.0,40.78,11275.03,200.98,200.98,141.04
151,2.52,5.88,24.09,0.21,0.0,4.1,0.0,6.23,14.29,2.49,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,63.8,0.0,0.0,0.0,0.0,85.26,-0.0,37.97,11250.47,200.98,200.98,141.04
152,2.39,5.56,23.05,5.18,0.0,4.47,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.01,0.0,0.0,0.0,24.57,65.16,0.0,0.0,0.0,0.0,85.26,-0.0,37.97,11225.9,200.98,200.98,141.04
153,2.24,5.03,20.02,13.68,0.0,4.64,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,67.97,0.0,0.0,2.14,0.0,85.25,-0.0,37.97,11201.34,171.84,171.84,141.04
154,2.03,4.13,18.78,21.65,0.0,4.71,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,70.78,0.0,0.0,5.03,0.0,85.25,-0.0,39.89,11176.77,171.84,171.84,141.04
155,1.87,3.37,17.64,25.68,0.0,4.69,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,73.38,0.0,0.0,4.37,0.0,85.25,-0.0,44.41,11152.21,171.84,171.84,141.04
156,1.78,3.04,16.97,24.81,0.0,4.62,0.0,2.67,14.29,1.07,8.15,4.96,11.4,0.0,-0.0,0.0,0.0,24.57,76.81,0.0,0.0,0.0,0.0,85.25,-0.0,48.35,11127.64,200.98,200.98,141.04
157,1.79,3.27,17.48,20.44,0.0,4.65,4.41,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,2.28,0.0,24.57,78.82,0.0,0.0,0.0,0.0,85.25,0.0,48.35,11103.07,200.98,200.98,141.04
158,1.83,4.03,19.84,11.68,0.0,4.4,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.43,0.0,0.0,0.0,24.57,79.57,0.0,0.0,0.0,0.0,85.25,-0.0,45.95,11078.51,200.98,200.98,141.04
159,2.0,5.54,27.2,2.88,0.0,4.27,11.9,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,78.29,0.0,0.0,0.0,0.0,84.78,-0.0,45.95,11053.94,200.98,200.98,141.04
160,2.2,7.12,35.87,0.01,0.0,4.22,0.0,4.16,14.29,1.66,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,75.58,0.0,0.0,0.0,0.0,84.78,-0.0,45.95,11029.38,200.98,200.98,141.04
161,2.32,8.08,40.45,0.0,0.0,4.21,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,75.56,0.0,0.0,4.0,0.0,84.78,-0.0,45.95,11004.81,171.84,171.84,141.04
162,2.33,8.26,40.58,0.0,0.0,4.55,0.17,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,80.39,0.0,0.0,0.0,0.0,84.78,-0.0,49.55,10980.25,200.98,200.98,141.04
163,2.24,7.87,38.33,0.0,0.0,4.9,7.66,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.51,0.0,0.0,0.0,0.0,84.78,-0.0,49.55,10955.68,200.98,200.98,141.04
164,2.11,7.26,35.0,0.0,0.0,4.57,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.54,0.0,0.0,0.0,24.57,86.84,0.0,0.0,0.0,0.0,84.78,-0.0,49.55,10931.11,200.98,200.98,141.04
165,1.92,6.6,32.22,0.0,0.0,4.22,12.86,0.0,14.29,0.0,8.15,4.96,11.4,1.99,0.0,0.0,0.0,24.57,84.3,0.0,0.0,0.0,0.0,84.18,-0.0,49.55,10906.55,200.98,200.98,141.04
166,1.72,6.0,31.28,0.0,0.0,3.95,6.28,0.0,14.29,0.0,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,80.94,0.0,0.0,0.0,0.0,81.97,-0.0,49.55,10881.98,200.98,200.98,141.04
167,1.57,5.7,30.52,0.0,0.0,3.99,0.0,16.4,14.29,6.56,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,80.04,0.0,0.0,0.0,0.0,73.97,-0.0,49.55,10857.42,200.98,200.98,141.04
168,1.52,5.79,31.04,0.0,0.0,4.01,11.64,2.9,14.29,1.16,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,79.67,0.0,0.0,0.0,0.0,65.97,-0.0,49.55,10832.85,200.98,200.98,141.04
169,1.56,6.15,31.87,0.0,0.0,3.85,4.48,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,3.93,0.0,24.57,76.34,0.0,0.0,0.0,0.0,65.97,-0.0,49.55,10808.29,200.98,200.98,141.04
170,1.62,6.43,32.45,0.0,0.0,3.66,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,2.66,0.0,24.57,71.34,0.0,0.0,0.0,0.0,65.97,-0.0,45.41,10783.72,200.98,200.98,141.04
171,1.67,6.57,32.44,0.0,0.0,3.62,1.09,0.0,14.29,0.0,8.15,4.96,11.4,0.0,-0.0,0.0,0.0,24.57,69.9,0.0,0.0,0.0,0.0,65.97,-0.0,42.6,10759.16,200.98,200.98,141.04
172,1.67,6.58,32.47,0.0,0.0,3.55,0.24,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,69.01,0.0,0.0,0.0,0.0,65.97,0.0,42.6,10734.59,200.98,200.98,141.04
173,1.64,6.43,32.76,0.0,0.0,3.51,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.58,0.0,0.0,0.0,24.57,69.41,0.0,0.0,0.0,0.0,65.97,0.0,42.6,10710.02,200.98,200.98,141.04
174,1.57,6.11,32.64,0.0,0.0,3.48,0.0,0.0,14.29,0.0,8.15,4.96,11.4,4.95,0.0,0.0,0.0,24.57,73.24,0.0,0.0,0.0,0.0,65.33,0.0,42.6,10685.46,200.98,200.98,141.04
175,1.5,5.7,32.56,0.57,0.0,3.75,10.42,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,78.99,0.0,0.0,0.0,0.0,59.83,0.0,42.6,10660.89,200.98,200.98,141.04
176,1.47,5.3,31.31,5.53,0.0,4.18,4.41,15.13,14.29,6.05,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,82.76,0.0,0.0,0.0,0.0,59.83,0.0,42.6,10636.33,200.98,200.98,141.04
177,1.45,4.63,28.91,12.61,0.0,4.28,8.73,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.11,0.0,0.0,0.0,0.0,59.83,0.0,42.6,10611.76,200.98,200.98,141.04
178,1.44,4.37,27.7,19.08,0.0,4.18,4.38,0.35,14.29,0.14,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.79,0.0,0.0,0.0,0.0,59.83,0.0,42.6,10587.2,200.98,200.98,141.04
179,1.48,4.23,27.76,22.21,0.0,4.07,0.0,4.22,14.29,1.69,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.94,0.0,0.0,0.0,0.0,59.83,0.0,42.6,10562.63,200.98,200.98,141.04
180,1.54,4.19,27.53,21.2,0.0,4.14,0.0,0.0,14.29,0.0,8.15,4.96,11.4,3.41,0.0,0.0,0.0,24.57,86.52,0.0,0.0,0.0,0.0,59.83,0.0,42.6,10538.07,200.98,200.98,141.04
181,1.61,4.31,27.77,17.51,0.0,4.13,8.76,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,88.59,0.0,0.0,0.0,0.0,56.04,0.0,42.6,10513.5,200.98,200.98,141.04
182,1.65,4.54,29.55,11.29,0.0,4.0,11.54,5.55,14.29,2.22,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,89.3,0.0,0.0,0.0,0.0,56.04,0.0,42.6,10488.93,200.98,200.98,141.04
183,1.8,4.99,34.2,3.52,0.0,3.89,12.86,0.0,14.29,0.0,8.15,4.96,11.4,1.92,0.0,0.0,0.0,24.57,87.67,0.0,0.0,0.0,0.0,56.04,0.0,42.6,10464.37,200.98,200.98,141.04
184,1.96,5.49,37.52,0.01,0.0,3.87,12.12,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.47,0.0,0.0,0.0,0.0,53.91,0.0,42.6,10439.8,200.98,200.98,141.04
185,2.03,5.69,37.47,0.0,0.0,3.92,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.87,0.0,0.0,0.0,24.57,87.35,0.0,0.0,0.0,0.0,53.91,0.0,42.6,10415.24,200.98,200.98,141.04
186,2.02,5.59,36.24,0.0,0.0,4.09,12.86,3.58,14.29,1.43,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,93.92,0.0,0.0,0.0,0.0,52.94,0.0,42.6,10390.67,200.98,200.98,141.04
187,2.01,5.37,34.71,0.0,0.0,4.53,12.86,15.89,14.29,6.36,8.15,4.96,11.4,7.18,0.0,0.0,0.0,24.57,97.51,0.0,0.0,0.0,0.0,44.94,0.0,42.6,10366.11,200.98,200.98,141.04
188,2.06,5.22,32.91,0.0,0.0,4.26,11.4,37.76,14.29,15.1,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,95.46,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10341.54,200.98,200.98,141.04
189,2.08,5.05,32.08,0.0,0.0,3.87,8.86,37.86,14.29,15.15,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,91.58,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10316.98,200.98,200.98,141.04
190,2.02,4.8,31.69,0.0,0.0,3.69,12.86,19.68,14.29,7.87,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,87.43,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10292.41,200.98,200.98,141.04
191,1.99,4.44,30.54,0.0,0.0,3.76,12.86,19.6,14.29,7.84,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,85.93,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10267.84,200.98,200.98,141.04
192,2.01,4.15,29.25,0.0,0.0,3.71,5.89,38.05,14.29,15.22,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,84.73,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10243.28,200.98,200.98,141.04
193,1.97,4.11,28.61,0.0,0.0,3.6,3.04,38.15,14.29,15.26,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,81.1,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10218.71,200.98,200.98,141.04
194,1.83,3.99,27.62,0.0,0.0,3.49,11.68,7.53,14.29,3.01,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,76.14,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10194.15,200.98,200.98,141.04
195,1.74,3.78,26.16,0.0,0.0,3.44,12.86,0.0,14.29,0.0,8.15,4.96,11.4,2.26,0.0,0.0,0.0,24.57,74.73,0.0,0.0,0.0,0.0,36.95,0.0,42.6,10169.58,200.98,200.98,141.04
196,1.68,3.69,24.99,0.0,0.0,3.41,12.86,6.64,14.29,2.66,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,73.79,0.0,0.0,0.0,0.0,34.45,0.0,42.6,10145.02,200.98,200.98,141.04
197,1.64,3.73,24.52,0.0,0.0,3.42,12.86,0.0,14.29,0.0,8.15,4.96,11.4,3.2,0.0,0.0,0.0,24.57,73.86,0.0,0.0,0.0,0.0,34.45,0.0,42.6,10120.45,200.98,200.98,141.04
198,1.65,3.81,24.59,0.0,0.0,3.4,0.0,27.42,14.29,10.97,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,76.14,0.0,0.0,0.0,0.0,30.9,0.0,42.6,10095.88,200.98,200.98,141.04
199,1.71,3.91,24.79,1.57,0.0,3.64,0.0,35.12,14.29,14.05,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,81.37,0.0,0.0,0.0,0.0,22.9,0.0,42.6,10071.32,200.98,200.98,141.04
200,1.62,3.95,22.86,10.81,0.0,4.06,12.86,0.0,14.29,0.0,8.15,4.96,11.4,4.15,0.0,0.0,0.0,24.57,84.79,0.0,0.0,0.0,0.0,14.9,0.0,42.6,10046.75,200.98,200.98,141.04
201,1.35,3.39,17.23,20.45,0.0,4.33,0.22,38.0,14.29,15.2,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,86.69,0.0,0.0,0.0,0.0,10.29,0.0,42.6,10022.19,200.98,200.98,141.04
202,1.07,2.78,13.68,27.43,0.0,4.37,6.07,0.0,14.29,0.0,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,87.09,0.0,0.0,0.0,0.0,10.29,0.0,42.6,9997.62,200.98,200.98,141.04
203,0.85,2.34,11.93,30.83,0.0,4.22,12.47,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,87.15,0.0,0.0,0.0,0.0,2.29,0.0,42.6,9973.06,200.98,200.98,141.04
204,0.73,1.94,11.11,30.11,0.0,4.1,12.86,0.0,14.29,0.0,8.15,4.96,11.4,2.06,0.0,0.0,0.0,24.57,87.42,0.0,0.0,0.0,0.0,2.29,0.0,42.6,9948.49,200.98,200.98,141.04
205,0.78,1.31,9.99,25.63,0.0,4.15,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,10.05,0.0,24.57,89.28,0.0,0.0,0.0,0.0,0.0,0.0,42.6,9923.93,200.98,200.98,141.04
